Impedance,Resistance,Reactance,HT
7.98,14.16,7.54E-09,1
4.84,16.13,8.58E-09,1
4.67,16.51,8.78E-09,1
5.13,16.15,8.58E-09,1
5.16,16.11,8.56E-09,1
5.07,16.16,8.58E-09,1
5.02,16.17,8.59E-09,1
4.60,16.55,8.78E-09,1
4.77,16.70,8.86E-09,1
5.06,16.40,8.69E-09,1
5.10,16.54,8.77E-09,1
5.32,16.46,8.71E-09,1
4.60,16.84,8.92E-09,1
4.56,16.97,8.98E-09,1
4.83,16.83,8.90E-09,1
4.89,16.73,8.84E-09,1
4.87,16.86,8.91E-09,1
5.75,16.32,8.62E-09,1
4.39,17.22,9.09E-09,1
4.21,17.45,9.20E-09,1
4.71,17.15,9.04E-09,1
4.74,17.14,9.03E-09,1
4.68,17.21,9.06E-09,1
4.48,17.31,9.11E-09,1
4.31,17.69,9.31E-09,1
4.55,17.71,9.31E-09,1
4.76,17.52,9.21E-09,1
4.68,17.58,9.23E-09,1
8.99,16.03,8.42E-09,1
4.39,18.07,9.48E-09,1
4.29,18.23,9.56E-09,1
4.44,17.93,9.40E-09,1
4.58,17.91,9.39E-09,1
4.57,18.03,9.45E-09,1
4.97,17.90,9.38E-09,1
4.26,18.58,9.72E-09,1
4.04,18.62,9.74E-09,1
4.56,18.40,9.62E-09,1
4.51,18.40,9.62E-09,1
4.49,18.49,9.66E-09,1
4.27,18.71,9.77E-09,1
4.14,18.99,9.91E-09,1
4.36,18.91,9.86E-09,1
4.59,18.81,9.81E-09,1
4.44,18.82,9.81E-09,1
10.54,16.69,8.69E-09,1
4.21,19.30,1.00E-08,1
3.81,19.58,1.02E-08,1
4.26,19.23,1.00E-08,1
4.39,19.21,9.98E-09,1
4.35,19.32,1.00E-08,1
4.54,19.33,1.00E-08,1
4.08,19.80,1.03E-08,1
3.93,19.83,1.03E-08,1
4.40,19.63,1.02E-08,1
4.43,19.74,1.02E-08,1
4.36,19.80,1.03E-08,1
4.20,20.18,1.04E-08,1
4.09,20.33,1.05E-08,1
4.26,20.15,1.04E-08,1
4.39,20.07,1.04E-08,1
4.34,20.11,1.04E-08,1
6.06,19.49,1.01E-08,1
4.16,20.68,1.07E-08,1
3.66,20.83,1.07E-08,1
4.27,20.54,1.06E-08,1
4.37,20.58,1.06E-08,1
4.29,20.63,1.06E-08,1
4.31,20.67,1.06E-08,1
3.98,21.02,1.08E-08,1
4.03,21.14,1.09E-08,1
4.33,20.91,1.08E-08,1
4.22,20.92,1.08E-08,1
7.13,20.30,1.04E-08,1
4.12,21.40,1.10E-08,1
3.98,21.51,1.10E-08,1
4.10,21.33,1.09E-08,1
4.26,21.31,1.09E-08,1
4.32,21.51,1.10E-08,1
5.10,21.18,1.08E-08,1
4.09,21.89,1.12E-08,1
3.68,22.11,1.13E-08,1
4.26,21.78,1.11E-08,1
4.34,21.87,1.12E-08,1
4.32,21.99,1.12E-08,1
4.34,22.09,1.13E-08,1
4.13,22.38,1.14E-08,1
4.15,22.36,1.14E-08,1
4.42,22.29,1.14E-08,1
4.34,22.32,1.14E-08,1
13.60,19.66,1.00E-08,1
4.29,22.74,1.16E-08,1
3.87,23.06,1.17E-08,1
4.20,22.69,1.15E-08,1
4.34,22.64,1.15E-08,1
4.37,22.82,1.16E-08,1
4.87,22.73,1.16E-08,1
4.21,23.20,1.18E-08,1
3.87,23.36,1.19E-08,1
4.47,23.18,1.18E-08,1
4.41,23.15,1.17E-08,1
4.37,23.24,1.18E-08,1
4.37,23.53,1.19E-08,1
4.17,23.61,1.20E-08,1
4.27,23.56,1.19E-08,1
4.56,23.61,1.19E-08,1
4.44,23.59,1.19E-08,1
7.66,22.87,1.16E-08,1
4.32,23.91,1.21E-08,1
3.73,24.26,1.23E-08,1
4.41,23.98,1.21E-08,1
4.54,24.02,1.21E-08,1
4.48,24.06,1.21E-08,1
4.85,24.00,1.21E-08,1
4.33,24.34,1.23E-08,1
4.17,24.52,1.24E-08,1
4.62,24.37,1.23E-08,1
4.52,24.37,1.23E-08,1
5.97,24.26,1.22E-08,1
4.51,24.70,1.24E-08,1
4.48,24.83,1.25E-08,1
4.41,24.75,1.24E-08,1
4.61,24.73,1.24E-08,1
4.58,24.86,1.25E-08,1
5.99,24.40,1.22E-08,1
4.43,25.10,1.26E-08,1
3.86,25.39,1.27E-08,1
4.55,25.13,1.26E-08,1
4.65,25.27,1.26E-08,1
4.55,25.18,1.26E-08,1
4.79,25.27,1.26E-08,1
4.52,25.60,1.28E-08,1
4.36,25.65,1.28E-08,1
4.77,25.59,1.28E-08,1
4.71,25.60,1.28E-08,1
12.56,23.89,1.19E-08,1
4.66,25.86,1.29E-08,1
4.22,26.04,1.30E-08,1
4.58,25.99,1.29E-08,1
4.73,25.98,1.29E-08,1
4.69,26.03,1.30E-08,1
5.48,25.77,1.28E-08,1
4.61,26.29,1.31E-08,1
4.16,26.56,1.32E-08,1
4.81,26.35,1.31E-08,1
4.83,26.40,1.31E-08,1
4.80,26.45,1.31E-08,1
4.82,26.48,1.31E-08,1
4.63,26.68,1.32E-08,1
4.70,26.79,1.33E-08,1
4.96,26.74,1.32E-08,1
4.86,26.73,1.32E-08,1
10.40,25.63,1.27E-08,1
4.82,26.94,1.33E-08,1
4.11,27.41,1.36E-08,1
4.84,27.18,1.34E-08,1
4.87,27.02,1.33E-08,1
4.88,27.20,1.34E-08,1
5.22,26.86,1.33E-08,1
4.70,27.36,1.35E-08,1
4.46,27.67,1.36E-08,1
5.01,27.49,1.36E-08,1
4.98,27.55,1.36E-08,1
5.15,27.49,1.35E-08,1
4.79,27.66,1.36E-08,1
4.68,27.72,1.36E-08,1
4.76,27.88,1.37E-08,1
4.95,27.80,1.37E-08,1
4.94,27.95,1.37E-08,1
6.82,27.30,1.34E-08,1
4.73,28.11,1.38E-08,1
4.04,28.40,1.39E-08,1
4.86,28.21,1.38E-08,1
4.94,28.25,1.38E-08,1
4.91,28.30,1.39E-08,1
5.05,28.09,1.38E-08,1
4.65,28.35,1.39E-08,1
4.61,28.70,1.40E-08,1
4.96,28.45,1.39E-08,1
5.00,28.65,1.40E-08,1
10.44,27.80,1.36E-08,1
4.79,28.70,1.40E-08,1
4.64,29.06,1.42E-08,1
4.77,28.86,1.41E-08,1
5.02,28.93,1.41E-08,1
4.95,28.99,1.41E-08,1
5.84,28.57,1.39E-08,1
4.71,29.19,1.42E-08,1
4.24,29.53,1.44E-08,1
5.03,29.42,1.43E-08,1
5.01,29.39,1.43E-08,1
4.96,29.50,1.43E-08,1
4.89,29.42,1.43E-08,1
4.62,29.63,1.44E-08,1
4.77,29.92,1.45E-08,1
5.12,29.91,1.45E-08,1
4.98,29.85,1.45E-08,1
16.06,28.19,1.37E-08,1
4.77,30.01,1.45E-08,1
4.14,30.49,1.48E-08,1
4.82,30.24,1.46E-08,1
5.01,30.34,1.47E-08,1
4.95,30.38,1.47E-08,1
5.44,30.19,1.46E-08,1
4.66,30.57,1.48E-08,1
4.39,30.82,1.49E-08,1
5.02,30.62,1.48E-08,1
5.02,30.70,1.48E-08,1
4.92,30.73,1.48E-08,1
4.84,30.83,1.49E-08,1
4.63,31.03,1.50E-08,1
4.81,31.04,1.50E-08,1
5.07,31.06,1.50E-08,1
4.96,31.10,1.50E-08,1
7.92,30.67,1.48E-08,1
4.73,31.26,1.50E-08,1
4.07,31.65,1.52E-08,1
4.95,31.56,1.52E-08,1
5.03,31.52,1.51E-08,1
5.02,31.69,1.52E-08,1
5.20,31.51,1.51E-08,1
4.59,31.70,1.52E-08,1
4.50,31.91,1.53E-08,1
5.12,31.96,1.53E-08,1
5.04,32.02,1.53E-08,1
8.16,31.89,1.53E-08,1
4.85,32.26,1.54E-08,1
4.70,32.35,1.55E-08,1
4.85,32.33,1.55E-08,1
5.07,32.33,1.55E-08,1
4.99,32.37,1.55E-08,1
6.33,32.14,1.53E-08,1
4.73,32.62,1.56E-08,1
4.13,32.80,1.56E-08,1
4.97,32.67,1.56E-08,1
5.08,32.81,1.56E-08,1
5.01,32.86,1.57E-08,1
4.99,32.68,1.56E-08,1
4.72,33.02,1.57E-08,1
4.75,33.26,1.58E-08,1
5.16,33.20,1.58E-08,1
5.06,33.20,1.58E-08,1
16.93,32.46,1.54E-08,1
4.89,33.53,1.59E-08,1
4.36,33.77,1.60E-08,1
4.89,33.61,1.59E-08,1
5.07,33.61,1.59E-08,1
5.07,33.78,1.60E-08,1
5.74,33.63,1.59E-08,1
4.76,34.01,1.61E-08,1
4.36,34.26,1.62E-08,1
5.14,34.10,1.61E-08,1
5.18,34.26,1.62E-08,1
5.05,34.26,1.62E-08,1
4.95,34.37,1.62E-08,1
4.72,34.45,1.63E-08,1
4.91,34.55,1.63E-08,1
5.23,34.58,1.63E-08,1
5.13,34.56,1.63E-08,1
9.88,34.48,1.63E-08,1
4.92,34.84,1.64E-08,1
4.09,35.09,1.65E-08,1
5.02,35.02,1.65E-08,1
5.21,35.09,1.65E-08,1
5.14,35.16,1.65E-08,1
5.46,35.00,1.65E-08,1
4.81,35.29,1.66E-08,1
4.61,35.50,1.67E-08,1
5.24,35.43,1.66E-08,1
5.19,35.45,1.66E-08,1
6.38,35.63,1.67E-08,1
5.04,35.82,1.68E-08,1
4.97,35.85,1.68E-08,1
5.05,35.92,1.68E-08,1
5.33,35.98,1.69E-08,1
5.25,36.05,1.69E-08,1
7.19,35.89,1.68E-08,1
4.97,36.25,1.70E-08,1
4.28,36.55,1.71E-08,1
5.25,36.47,1.71E-08,1
5.33,36.59,1.71E-08,1
5.21,36.58,1.71E-08,1
5.36,36.52,1.71E-08,1
4.91,36.81,1.72E-08,1
4.88,37.14,1.73E-08,1
5.37,37.03,1.73E-08,1
5.33,37.11,1.73E-08,1
14.74,37.49,1.75E-08,1
5.14,37.43,1.74E-08,1
4.73,37.62,1.75E-08,1
5.10,37.54,1.75E-08,1
5.33,37.49,1.74E-08,1
5.27,37.61,1.75E-08,1
6.33,37.55,1.74E-08,1
4.98,37.76,1.75E-08,1
4.55,38.23,1.77E-08,1
5.38,38.05,1.77E-08,1
5.46,38.08,1.77E-08,1
5.34,38.12,1.77E-08,1
5.28,38.09,1.77E-08,1
5.04,38.28,1.77E-08,1
5.15,38.37,1.78E-08,1
5.57,38.47,1.78E-08,1
5.51,38.52,1.78E-08,1
14.13,38.96,1.80E-08,1
5.28,38.66,1.79E-08,1
4.40,39.07,1.81E-08,1
5.33,38.97,1.80E-08,1
5.58,39.05,1.80E-08,1
5.59,39.25,1.81E-08,1
6.01,38.95,1.80E-08,1
5.20,39.31,1.81E-08,1
4.88,39.60,1.83E-08,1
5.70,39.61,1.82E-08,1
5.71,39.65,1.83E-08,1
5.84,39.86,1.83E-08,1
5.46,39.80,1.83E-08,1
5.39,40.06,1.84E-08,1
5.52,40.08,1.84E-08,1
5.90,40.32,1.85E-08,1
5.81,40.38,1.85E-08,1
8.76,40.38,1.85E-08,1
5.57,40.53,1.86E-08,1
4.67,40.68,1.87E-08,1
5.75,40.69,1.87E-08,1
5.91,40.76,1.87E-08,1
5.86,40.84,1.87E-08,1
6.11,40.71,1.86E-08,1
5.50,40.95,1.87E-08,1
5.40,41.08,1.88E-08,1
6.06,41.14,1.88E-08,1
6.06,41.31,1.89E-08,1
12.36,42.00,1.92E-08,1
5.91,41.57,1.90E-08,1
5.62,41.68,1.90E-08,1
5.87,41.68,1.90E-08,1
6.20,41.66,1.90E-08,1
6.16,41.84,1.91E-08,1
7.59,41.63,1.90E-08,1
5.88,41.98,1.91E-08,1
5.21,42.26,1.92E-08,1
6.29,42.31,1.93E-08,1
6.35,42.24,1.92E-08,1
6.27,42.22,1.92E-08,1
6.35,42.17,1.92E-08,1
5.98,42.49,1.93E-08,1
6.00,42.78,1.94E-08,1
6.56,42.85,1.95E-08,1
6.47,42.85,1.94E-08,1
24.05,44.07,2.00E-08,1
6.22,42.97,1.95E-08,1
5.26,43.12,1.95E-08,1
6.23,43.25,1.96E-08,1
6.53,43.44,1.97E-08,1
6.51,43.53,1.97E-08,1
7.28,43.47,1.97E-08,1
6.16,43.70,1.98E-08,1
5.63,43.84,1.98E-08,1
6.64,43.92,1.98E-08,1
6.63,43.92,1.98E-08,1
6.56,44.05,1.99E-08,1
6.46,44.14,1.99E-08,1
6.21,44.15,1.99E-08,1
6.38,44.24,1.99E-08,1
6.80,44.41,2.00E-08,1
6.72,44.33,2.00E-08,1
11.28,44.94,2.02E-08,1
6.43,44.47,2.00E-08,1
5.45,44.69,2.01E-08,1
6.65,44.79,2.01E-08,1
6.78,44.77,2.01E-08,1
6.77,44.91,2.02E-08,1
7.16,44.83,2.01E-08,1
6.42,45.06,2.02E-08,1
6.24,45.36,2.04E-08,1
7.03,45.36,2.04E-08,1
7.00,45.37,2.03E-08,1
10.21,46.21,2.07E-08,1
6.74,45.62,2.04E-08,1
6.64,45.70,2.05E-08,1
6.82,45.89,2.05E-08,1
7.17,45.97,2.06E-08,1
7.22,46.17,2.07E-08,1
9.15,46.27,2.07E-08,1
6.74,46.04,2.06E-08,1
5.99,46.36,2.07E-08,1
7.20,46.52,2.08E-08,1
7.26,46.51,2.08E-08,1
7.21,46.55,2.08E-08,1
7.23,46.33,2.07E-08,1
6.73,46.67,2.08E-08,1
6.78,46.89,2.09E-08,1
7.42,47.03,2.10E-08,1
7.30,46.86,2.09E-08,1
22.55,49.38,2.20E-08,1
7.04,47.23,2.10E-08,1
6.46,47.35,2.11E-08,1
7.09,47.25,2.10E-08,1
7.45,47.34,2.10E-08,1
7.38,47.48,2.11E-08,1
8.41,47.55,2.11E-08,1
6.93,47.75,2.12E-08,1
6.40,47.77,2.12E-08,1
7.56,47.95,2.13E-08,1
7.57,47.95,2.13E-08,1
7.54,48.18,2.13E-08,1
7.36,48.34,2.14E-08,1
7.04,48.44,2.14E-08,1
7.37,48.60,2.15E-08,1
7.97,48.66,2.15E-08,1
7.75,48.72,2.15E-08,1
15.34,50.35,2.23E-08,1
7.41,49.00,2.16E-08,1
6.36,49.04,2.17E-08,1
7.59,49.20,2.17E-08,1
7.93,49.38,2.18E-08,1
7.79,49.35,2.18E-08,1
8.32,49.39,2.18E-08,1
7.32,49.48,2.18E-08,1
7.03,49.67,2.19E-08,1
8.01,49.94,2.20E-08,1
8.02,49.89,2.20E-08,1
8.98,50.40,2.22E-08,1
7.73,50.20,2.21E-08,1
7.66,50.35,2.21E-08,1
7.77,50.32,2.21E-08,1
8.18,50.50,2.22E-08,1
8.13,50.60,2.22E-08,1
11.26,51.38,2.25E-08,1
7.83,51.05,2.24E-08,1
6.85,51.02,2.24E-08,1
8.19,51.12,2.24E-08,1
8.32,51.08,2.24E-08,1
8.37,51.48,2.25E-08,1
8.62,51.18,2.24E-08,1
8.00,51.66,2.26E-08,1
7.97,51.64,2.26E-08,1
8.65,51.87,2.27E-08,1
8.68,52.20,2.28E-08,1
20.36,55.00,2.40E-08,1
8.49,52.31,2.28E-08,1
7.98,52.16,2.28E-08,1
8.40,52.16,2.28E-08,1
8.79,52.45,2.29E-08,1
8.77,52.48,2.29E-08,1
10.47,52.79,2.30E-08,1
8.48,52.70,2.30E-08,1
7.62,52.60,2.29E-08,1
8.96,53.13,2.31E-08,1
9.06,52.99,2.31E-08,1
8.96,53.06,2.31E-08,1
9.12,53.10,2.31E-08,1
8.67,53.27,2.31E-08,1
8.74,53.49,2.32E-08,1
9.33,53.62,2.33E-08,1
9.31,53.65,2.33E-08,1
24.63,57.44,2.49E-08,1
9.21,53.97,2.34E-08,1
7.80,53.81,2.33E-08,1
9.18,54.19,2.35E-08,1
9.60,54.34,2.35E-08,1
9.55,54.42,2.36E-08,1
10.57,54.31,2.35E-08,1
9.40,54.40,2.35E-08,1
8.69,54.75,2.37E-08,1
9.87,55.07,2.38E-08,1
9.96,55.07,2.38E-08,1
9.92,55.16,2.38E-08,1
9.83,55.08,2.38E-08,1
9.56,55.16,2.38E-08,1
9.76,55.32,2.39E-08,1
10.30,55.70,2.40E-08,1
10.18,55.35,2.39E-08,1
14.94,56.20,2.42E-08,1
9.96,55.55,2.39E-08,1
8.73,55.54,2.39E-08,1
10.26,55.84,2.40E-08,1
10.53,55.94,2.41E-08,1
10.47,55.98,2.41E-08,1
11.01,55.84,2.40E-08,1
10.10,55.98,2.41E-08,1
9.94,56.40,2.42E-08,1
10.92,56.67,2.43E-08,1
10.89,56.56,2.43E-08,1
18.32,58.88,2.53E-08,1
10.63,56.49,2.42E-08,1
10.47,56.82,2.44E-08,1
10.80,56.97,2.44E-08,1
11.27,57.12,2.45E-08,1
11.23,57.26,2.45E-08,1
13.48,57.31,2.45E-08,1
10.81,57.13,2.44E-08,1
9.89,57.24,2.45E-08,1
11.48,57.65,2.46E-08,1
11.65,57.82,2.47E-08,1
11.60,57.65,2.46E-08,1
11.70,57.52,2.46E-08,1
11.04,57.63,2.46E-08,1
11.25,58.08,2.48E-08,1
12.06,58.30,2.49E-08,1
12.01,58.19,2.48E-08,1
36.66,63.81,2.72E-08,1
11.62,58.32,2.48E-08,1
10.64,58.07,2.47E-08,1
11.90,58.58,2.49E-08,1
12.30,58.67,2.50E-08,1
12.25,58.59,2.49E-08,1
13.30,58.65,2.49E-08,1
11.59,58.72,2.49E-08,1
11.12,58.64,2.49E-08,1
12.50,58.89,2.50E-08,1
12.55,58.94,2.50E-08,1
12.49,59.02,2.50E-08,1
12.15,59.02,2.50E-08,1
11.74,59.00,2.50E-08,1
12.23,59.08,2.50E-08,1
12.89,59.20,2.51E-08,1
12.65,59.09,2.50E-08,1
19.82,61.22,2.59E-08,1
12.16,59.32,2.51E-08,1
10.96,59.23,2.50E-08,1
12.65,59.65,2.52E-08,1
12.98,59.60,2.52E-08,1
12.95,59.78,2.53E-08,1
13.33,59.56,2.51E-08,1
12.11,59.76,2.52E-08,1
12.06,59.69,2.52E-08,1
13.25,60.05,2.53E-08,1
13.22,60.04,2.53E-08,1
16.40,61.39,2.59E-08,1
12.68,60.32,2.54E-08,1
12.55,60.03,2.53E-08,1
12.89,60.27,2.54E-08,1
13.40,60.33,2.54E-08,1
13.28,60.42,2.54E-08,1
16.19,61.14,2.57E-08,1
12.56,60.65,2.55E-08,1
11.51,60.23,2.53E-08,1
13.23,60.70,2.55E-08,1
13.40,60.74,2.55E-08,1
13.27,60.61,2.54E-08,1
13.26,60.80,2.55E-08,1
12.55,60.87,2.55E-08,1
12.60,60.89,2.55E-08,1
13.33,61.15,2.56E-08,1
13.39,61.07,2.56E-08,1
33.02,67.25,2.81E-08,1
12.84,61.80,2.59E-08,1
12.08,61.04,2.55E-08,1
13.02,61.42,2.57E-08,1
13.45,61.52,2.57E-08,1
13.33,61.53,2.57E-08,1
14.86,62.37,2.60E-08,1
12.63,61.99,2.59E-08,1
11.82,61.36,2.56E-08,1
13.39,61.99,2.59E-08,1
13.41,62.08,2.59E-08,1
13.30,62.06,2.59E-08,1
13.07,62.65,2.61E-08,1
12.56,62.54,2.60E-08,1
12.87,62.39,2.60E-08,1
13.46,62.75,2.61E-08,1
13.34,62.78,2.61E-08,1
25.49,67.32,2.80E-08,1
12.83,63.26,2.63E-08,1
11.18,62.65,2.60E-08,1
12.85,63.06,2.62E-08,1
13.22,63.09,2.62E-08,1
13.13,63.49,2.63E-08,1
13.97,63.91,2.65E-08,1
12.47,63.83,2.65E-08,1
11.76,63.62,2.64E-08,1
13.18,64.07,2.65E-08,1
13.18,64.12,2.66E-08,1
13.91,64.72,2.68E-08,1
12.87,64.83,2.68E-08,1
12.68,64.79,2.68E-08,1
12.64,64.39,2.66E-08,1
13.22,64.63,2.67E-08,1
13.09,64.77,2.68E-08,1
17.84,67.01,2.77E-08,1
12.74,65.33,2.70E-08,1
11.10,64.86,2.68E-08,1
12.92,65.44,2.70E-08,1
13.11,65.45,2.70E-08,1
13.02,65.55,2.70E-08,1
13.74,66.07,2.72E-08,1
12.68,66.24,2.73E-08,1
12.17,65.90,2.71E-08,1
13.25,66.28,2.73E-08,1
13.13,66.49,2.74E-08,1
27.13,72.34,2.98E-08,1
13.09,67.34,2.77E-08,1
12.22,66.91,2.75E-08,1
12.71,66.99,2.75E-08,1
13.21,67.33,2.77E-08,1
13.12,67.47,2.77E-08,1
15.89,68.70,2.82E-08,1
12.96,68.37,2.80E-08,1
11.39,67.31,2.76E-08,1
13.07,68.22,2.80E-08,1
13.28,68.24,2.80E-08,1
13.15,68.46,2.80E-08,1
13.76,68.92,2.82E-08,1
13.04,69.36,2.84E-08,1
12.61,69.09,2.83E-08,1
13.45,69.30,2.83E-08,1
13.37,69.49,2.84E-08,1
40.82,80.06,3.27E-08,1
13.70,70.36,2.87E-08,1
11.18,69.28,2.83E-08,1
13.04,70.19,2.86E-08,1
13.54,70.47,2.88E-08,1
13.46,70.54,2.88E-08,1
15.51,71.46,2.91E-08,1
13.61,71.02,2.89E-08,1
12.10,70.66,2.88E-08,1
13.72,71.38,2.91E-08,1
13.76,71.56,2.91E-08,1
13.66,71.44,2.91E-08,1
14.30,72.43,2.95E-08,1
13.87,72.29,2.94E-08,1
13.44,71.89,2.92E-08,1
14.11,72.33,2.94E-08,1
14.03,72.42,2.94E-08,1
22.33,76.25,3.10E-08,1
14.48,73.12,2.97E-08,1
11.83,72.38,2.94E-08,1
13.98,73.38,2.98E-08,1
14.34,73.72,2.99E-08,1
14.28,73.66,2.98E-08,1
16.15,74.41,3.01E-08,1
14.76,74.35,3.01E-08,1
13.37,74.30,3.01E-08,1
14.80,74.65,3.02E-08,1
14.78,74.80,3.03E-08,1
23.68,79.06,3.20E-08,1
15.74,75.57,3.05E-08,1
14.86,75.17,3.04E-08,1
14.50,75.36,3.04E-08,1
15.25,75.72,3.06E-08,1
15.25,75.89,3.06E-08,1
20.35,77.72,3.14E-08,1
16.11,76.57,3.09E-08,1
13.29,75.74,3.05E-08,1
15.53,76.76,3.09E-08,1
15.84,76.65,3.09E-08,1
15.77,76.99,3.10E-08,1
17.64,77.15,3.11E-08,1
16.73,77.48,3.12E-08,1
15.26,77.16,3.10E-08,1
16.39,77.79,3.13E-08,1
16.35,77.84,3.13E-08,1
53.02,90.12,3.62E-08,1
17.82,78.41,3.15E-08,1
14.68,77.67,3.12E-08,1
16.10,78.39,3.15E-08,1
16.73,78.85,3.16E-08,1
16.80,78.90,3.16E-08,1
20.82,79.28,3.18E-08,1
18.12,79.20,3.17E-08,1
15.15,78.88,3.16E-08,1
17.14,79.85,3.20E-08,1
17.26,79.90,3.20E-08,1
17.25,79.87,3.20E-08,1
19.36,79.94,3.20E-08,1
18.70,80.07,3.20E-08,1
16.93,80.78,3.23E-08,1
17.89,81.10,3.24E-08,1
17.86,81.28,3.25E-08,1
32.99,85.43,3.41E-08,1
19.97,80.66,3.22E-08,1
15.52,80.57,3.21E-08,1
17.93,81.87,3.26E-08,1
18.56,82.07,3.27E-08,1
18.52,82.13,3.27E-08,1
22.41,81.60,3.25E-08,1
20.50,81.44,3.24E-08,1
17.44,82.33,3.28E-08,1
19.28,82.92,3.30E-08,1
19.47,83.17,3.31E-08,1
23.58,84.51,3.36E-08,1
21.92,81.96,3.26E-08,1
21.14,82.28,3.27E-08,1
19.27,83.70,3.32E-08,1
20.15,83.97,3.33E-08,1
20.21,83.88,3.33E-08,1
28.53,83.95,3.33E-08,1
22.57,82.55,3.27E-08,1
17.94,84.09,3.33E-08,1
20.67,84.66,3.35E-08,1
20.99,85.47,3.39E-08,1
21.09,85.19,3.37E-08,1
24.46,82.67,3.27E-08,1
23.27,83.11,3.29E-08,1
20.48,85.66,3.39E-08,1
22.03,86.21,3.41E-08,1
22.04,86.38,3.41E-08,1
51.28,93.20,3.68E-08,1
24.54,83.34,3.29E-08,1
21.39,85.78,3.39E-08,1
22.07,86.83,3.43E-08,1
22.90,87.27,3.44E-08,1
22.99,87.36,3.44E-08,1
28.43,84.07,3.31E-08,1
24.93,84.04,3.31E-08,1
21.25,87.29,3.44E-08,1
23.94,88.18,3.47E-08,1
24.28,88.08,3.47E-08,1
24.30,87.88,3.46E-08,1
26.40,83.51,3.28E-08,1
25.79,84.07,3.31E-08,1
24.36,88.30,3.47E-08,1
25.68,88.64,3.48E-08,1
25.74,88.50,3.48E-08,1
49.27,90.67,3.56E-08,1
26.85,83.91,3.29E-08,1
23.21,87.54,3.43E-08,1
26.09,88.50,3.47E-08,1
26.98,88.75,3.48E-08,1
27.11,88.77,3.48E-08,1
28.98,83.50,3.27E-08,1
26.93,83.73,3.28E-08,1
25.79,88.66,3.47E-08,1
28.15,89.62,3.51E-08,1
28.35,89.01,3.48E-08,1
28.78,89.24,3.49E-08,1
27.58,83.96,3.28E-08,1
27.48,83.98,3.28E-08,1
28.36,89.13,3.48E-08,1
29.40,89.55,3.50E-08,1
29.39,89.29,3.48E-08,1
35.07,85.86,3.35E-08,1
27.45,84.04,3.28E-08,1
26.73,88.26,3.44E-08,1
29.77,89.51,3.49E-08,1
30.36,89.17,3.47E-08,1
30.35,89.24,3.48E-08,1
28.52,83.72,3.26E-08,1
27.30,83.62,3.25E-08,1
29.37,88.88,3.46E-08,1
31.29,89.55,3.48E-08,1
31.25,89.24,3.47E-08,1
45.54,92.95,3.61E-08,1
27.49,84.10,3.27E-08,1
28.51,86.15,3.35E-08,1
31.00,88.70,3.44E-08,1
31.85,88.62,3.44E-08,1
31.71,88.98,3.45E-08,1
30.84,85.32,3.31E-08,1
27.04,84.44,3.27E-08,1
29.00,87.19,3.38E-08,1
31.91,88.19,3.42E-08,1
32.08,88.43,3.42E-08,1
31.88,87.92,3.40E-08,1
27.39,84.54,3.27E-08,1
26.57,84.92,3.28E-08,1
30.98,87.90,3.40E-08,1
32.26,88.03,3.40E-08,1
32.04,87.87,3.39E-08,1
74.97,101.26,3.91E-08,1
26.65,85.85,3.31E-08,1
28.62,87.06,3.36E-08,1
31.30,87.42,3.37E-08,1
31.93,87.91,3.39E-08,1
31.73,87.80,3.38E-08,1
28.19,87.07,3.36E-08,1
25.87,86.28,3.32E-08,1
29.16,87.38,3.36E-08,1
31.60,88.25,3.40E-08,1
31.53,87.99,3.39E-08,1
31.31,87.86,3.38E-08,1
25.88,87.99,3.38E-08,1
25.47,87.62,3.37E-08,1
30.41,88.00,3.38E-08,1
31.40,88.74,3.41E-08,1
31.12,88.80,3.41E-08,1
36.46,93.65,3.59E-08,1
25.40,88.77,3.41E-08,1
27.15,87.76,3.37E-08,1
30.11,89.31,3.42E-08,1
30.52,89.29,3.42E-08,1
30.31,89.16,3.42E-08,1
26.49,90.31,3.46E-08,1
24.79,90.02,3.45E-08,1
28.20,89.34,3.42E-08,1
30.01,90.40,3.46E-08,1
29.93,90.00,3.44E-08,1
36.34,96.25,3.68E-08,1
25.06,91.64,3.50E-08,1
25.78,91.16,3.48E-08,1
28.69,90.58,3.46E-08,1
29.53,90.81,3.47E-08,1
29.26,90.90,3.47E-08,1
30.20,95.09,3.63E-08,1
24.82,92.34,3.52E-08,1
25.81,90.48,3.45E-08,1
28.70,91.64,3.49E-08,1
28.77,92.10,3.51E-08,1
28.55,91.77,3.49E-08,1
25.77,93.64,3.56E-08,1
24.54,93.76,3.57E-08,1
27.25,92.46,3.52E-08,1
28.68,93.24,3.55E-08,1
28.36,93.40,3.55E-08,1
68.26,116.65,4.43E-08,1
25.01,95.54,3.63E-08,1
25.32,93.12,3.54E-08,1
27.50,94.03,3.57E-08,1
28.19,94.75,3.60E-08,1
28.02,94.72,3.59E-08,1
28.07,98.36,3.73E-08,1
24.57,97.07,3.68E-08,1
25.14,95.09,3.60E-08,1
27.92,96.07,3.64E-08,1
27.98,96.28,3.65E-08,1
27.68,96.67,3.66E-08,1
25.39,99.03,3.75E-08,1
24.69,98.99,3.74E-08,1
26.96,97.08,3.67E-08,1
27.98,97.97,3.70E-08,1
27.73,98.56,3.72E-08,1
