Impedance,Resistance,Reactance,HT
19.92,48.96,2.06E-08,0
19.79,48.99,2.06E-08,0
19.26,49.27,2.08E-08,0
18.86,49.71,2.09E-08,0
19.10,50.06,2.11E-08,0
19.22,49.63,2.09E-08,0
19.00,49.99,2.10E-08,0
18.84,50.27,2.11E-08,0
17.38,53.05,2.23E-08,0
17.25,53.19,2.24E-08,0
18.28,51.19,2.15E-08,0
18.13,51.36,2.16E-08,0
17.97,51.62,2.17E-08,0
17.88,51.92,2.18E-08,0
16.78,55.21,2.32E-08,0
16.78,55.06,2.31E-08,0
17.49,52.50,2.20E-08,0
17.39,52.76,2.21E-08,0
17.29,52.94,2.22E-08,0
16.64,54.84,2.30E-08,0
16.58,55.69,2.33E-08,0
17.05,53.84,2.25E-08,0
17.01,53.89,2.25E-08,0
16.91,53.94,2.25E-08,0
16.88,54.18,2.26E-08,0
16.47,57.98,2.42E-08,0
16.38,57.61,2.40E-08,0
16.69,55.07,2.30E-08,0
16.68,55.39,2.31E-08,0
16.65,55.39,2.31E-08,0
16.57,55.47,2.31E-08,0
16.41,59.13,2.46E-08,0
16.38,59.08,2.46E-08,0
16.43,56.37,2.35E-08,0
16.39,56.48,2.35E-08,0
16.30,56.69,2.36E-08,0
16.09,57.33,2.38E-08,0
16.05,57.58,2.39E-08,0
16.25,57.35,2.38E-08,0
16.19,57.37,2.38E-08,0
16.20,57.81,2.40E-08,0
16.13,57.97,2.41E-08,0
15.91,58.42,2.42E-08,0
15.91,58.83,2.44E-08,0
15.99,58.90,2.44E-08,0
15.97,59.27,2.46E-08,0
15.97,59.45,2.46E-08,0
15.91,60.15,2.49E-08,0
15.93,60.79,2.52E-08,0
15.94,60.95,2.52E-08,0
16.04,60.95,2.52E-08,0
15.98,61.05,2.52E-08,0
15.94,61.51,2.54E-08,0
15.93,61.87,2.56E-08,0
15.95,62.12,2.56E-08,0
16.02,62.27,2.57E-08,0
16.05,62.55,2.58E-08,0
16.06,62.64,2.58E-08,0
16.09,62.90,2.59E-08,0
16.05,63.16,2.60E-08,0
16.08,63.76,2.63E-08,0
16.16,63.67,2.62E-08,0
16.16,63.83,2.63E-08,0
16.15,64.22,2.64E-08,0
16.32,65.00,2.67E-08,0
16.42,65.50,2.69E-08,0
16.29,65.11,2.68E-08,0
16.27,65.25,2.68E-08,0
16.35,65.65,2.70E-08,0
16.34,65.74,2.70E-08,0
16.90,67.37,2.76E-08,0
17.29,68.04,2.79E-08,0
16.56,66.79,2.74E-08,0
16.52,66.87,2.74E-08,0
16.55,67.06,2.75E-08,0
16.58,67.22,2.75E-08,0
16.53,67.53,2.76E-08,0
16.61,67.87,2.78E-08,0
16.69,67.83,2.78E-08,0
16.73,68.16,2.79E-08,0
16.79,68.74,2.81E-08,0
16.97,69.26,2.83E-08,0
17.06,69.50,2.84E-08,0
17.12,69.54,2.84E-08,0
17.26,69.79,2.85E-08,0
17.40,70.31,2.87E-08,0
17.49,70.53,2.88E-08,0
17.55,70.92,2.89E-08,0
17.66,71.40,2.91E-08,0
17.80,71.52,2.91E-08,0
17.81,71.77,2.92E-08,0
17.86,71.96,2.93E-08,0
18.13,72.60,2.95E-08,0
18.68,73.59,2.99E-08,0
18.97,74.00,3.01E-08,0
18.24,72.84,2.96E-08,0
18.26,73.20,2.97E-08,0
18.40,73.51,2.99E-08,0
20.27,75.76,3.08E-08,0
20.24,75.90,3.08E-08,0
18.74,74.78,3.03E-08,0
18.82,74.76,3.03E-08,0
18.83,74.89,3.04E-08,0
18.87,75.46,3.06E-08,0
19.01,75.57,3.06E-08,0
19.05,75.97,3.08E-08,0
19.13,75.89,3.07E-08,0
19.19,76.33,3.09E-08,0
19.30,76.27,3.08E-08,0
19.92,77.45,3.13E-08,0
20.50,78.06,3.16E-08,0
20.38,78.06,3.15E-08,0
20.06,77.96,3.15E-08,0
20.03,77.89,3.14E-08,0
20.14,78.41,3.16E-08,0
20.18,78.74,3.18E-08,0
20.37,78.91,3.18E-08,0
20.64,79.23,3.19E-08,0
20.73,79.57,3.21E-08,0
20.99,79.73,3.21E-08,0
21.21,80.18,3.23E-08,0
21.32,80.39,3.24E-08,0
21.47,80.58,3.24E-08,0
21.84,81.12,3.26E-08,0
22.00,81.38,3.27E-08,0
22.22,81.61,3.28E-08,0
22.29,82.02,3.29E-08,0
22.46,82.49,3.31E-08,0
22.76,82.40,3.31E-08,0
22.89,82.86,3.32E-08,0
22.97,83.23,3.34E-08,0
23.25,83.47,3.35E-08,0
23.81,84.34,3.38E-08,0
24.03,84.89,3.40E-08,0
23.78,84.59,3.39E-08,0
23.90,84.67,3.39E-08,0
23.95,85.00,3.40E-08,0
24.14,85.49,3.42E-08,0
24.10,85.80,3.43E-08,0
24.25,86.15,3.44E-08,0
24.55,86.23,3.45E-08,0
24.77,86.37,3.45E-08,0
24.87,86.83,3.47E-08,0
25.21,87.32,3.49E-08,0
25.40,87.45,3.49E-08,0
25.38,87.51,3.49E-08,0
25.59,87.75,3.50E-08,0
25.82,88.20,3.52E-08,0
25.91,88.51,3.53E-08,0
25.94,88.94,3.54E-08,0
26.22,89.03,3.54E-08,0
26.58,89.54,3.56E-08,0
26.85,89.59,3.56E-08,0
27.10,90.05,3.58E-08,0
27.39,90.27,3.59E-08,0
27.70,90.89,3.61E-08,0
28.06,91.01,3.62E-08,0
28.22,91.52,3.63E-08,0
28.64,91.63,3.64E-08,0
29.04,91.85,3.64E-08,0
31.02,93.10,3.69E-08,0
32.28,94.00,3.73E-08,0
30.79,93.53,3.71E-08,0
31.05,93.78,3.72E-08,0
31.40,94.19,3.73E-08,0
31.80,94.26,3.73E-08,0
32.71,95.61,3.78E-08,0
33.27,95.85,3.79E-08,0
32.91,95.63,3.78E-08,0
33.27,95.71,3.78E-08,0
33.60,96.18,3.80E-08,0
37.86,97.44,3.85E-08,0
37.47,97.67,3.86E-08,0
35.02,97.69,3.86E-08,0
35.00,97.32,3.84E-08,0
35.38,97.87,3.86E-08,0
35.76,98.46,3.88E-08,0
40.14,99.77,3.93E-08,0
40.04,99.59,3.92E-08,0
37.31,99.80,3.93E-08,0
37.56,99.97,3.94E-08,0
37.96,100.48,3.95E-08,0
38.43,100.42,3.95E-08,0
38.40,100.66,3.96E-08,0
38.75,101.19,3.98E-08,0
39.66,101.25,3.98E-08,0
40.09,101.42,3.98E-08,0
40.38,101.63,3.99E-08,0
40.82,102.34,4.02E-08,0
41.64,102.72,4.03E-08,0
42.38,102.69,4.03E-08,0
42.92,102.76,4.03E-08,0
43.53,102.89,4.03E-08,0
44.20,103.26,4.05E-08,0
44.67,104.14,4.08E-08,0
45.11,104.60,4.10E-08,0
46.59,104.17,4.08E-08,0
47.39,104.41,4.09E-08,0
48.28,104.67,4.09E-08,0
49.19,104.76,4.10E-08,0
50.13,105.43,4.12E-08,0
51.02,105.48,4.12E-08,0
51.62,105.24,4.11E-08,0
52.35,105.67,4.13E-08,0
53.20,105.50,4.12E-08,0
59.26,104.94,4.09E-08,0
59.39,105.16,4.10E-08,0
55.67,105.36,4.11E-08,0
56.28,106.20,4.14E-08,0
57.01,105.79,4.12E-08,0
57.77,106.23,4.14E-08,0
58.61,107.17,4.17E-08,0
59.36,106.79,4.16E-08,0
60.05,106.11,4.13E-08,0
60.82,106.42,4.14E-08,0
61.49,105.50,4.10E-08,0
63.89,106.14,4.12E-08,0
64.75,105.39,4.09E-08,0
64.92,106.00,4.12E-08,0
64.94,105.65,4.10E-08,0
65.76,105.68,4.10E-08,0
66.45,105.78,4.10E-08,0
72.77,102.75,3.98E-08,0
74.45,101.63,3.94E-08,0
70.33,103.88,4.02E-08,0
70.56,103.90,4.02E-08,0
71.27,103.62,4.01E-08,0
72.23,103.57,4.01E-08,0
74.25,104.05,4.03E-08,0
74.79,102.88,3.98E-08,0
74.85,101.69,3.93E-08,0
75.50,100.53,3.89E-08,0
76.65,100.61,3.89E-08,0
79.16,99.49,3.84E-08,0
80.16,99.32,3.83E-08,0
79.78,98.76,3.81E-08,0
80.03,97.20,3.75E-08,0
80.88,96.64,3.73E-08,0
81.70,95.91,3.70E-08,0
83.58,94.69,3.65E-08,0
84.56,94.41,3.64E-08,0
83.75,93.20,3.59E-08,0
84.19,92.58,3.56E-08,0
84.47,91.12,3.51E-08,0
85.45,91.20,3.51E-08,0
86.85,91.01,3.50E-08,0
87.17,89.79,3.45E-08,0
86.49,88.20,3.39E-08,0
87.01,87.83,3.37E-08,0
87.11,87.98,3.38E-08,0
89.17,83.49,3.20E-08,0
89.57,81.68,3.13E-08,0
88.36,83.55,3.20E-08,0
88.61,83.21,3.19E-08,0
88.69,82.44,3.16E-08,0
88.91,81.74,3.13E-08,0
90.33,78.33,3.00E-08,0
90.61,77.74,2.98E-08,0
89.40,78.77,3.01E-08,0
89.36,77.93,2.98E-08,0
89.21,77.07,2.95E-08,0
90.29,76.09,2.91E-08,0
90.64,74.88,2.86E-08,0
89.71,74.30,2.84E-08,0
88.98,74.15,2.83E-08,0
88.64,73.05,2.79E-08,0
88.75,72.53,2.77E-08,0
89.73,70.90,2.70E-08,0
89.30,69.80,2.66E-08,0
87.69,69.41,2.65E-08,0
87.01,68.28,2.60E-08,0
86.47,67.02,2.55E-08,0
86.13,66.33,2.53E-08,0
85.74,63.14,2.40E-08,0
84.51,61.67,2.35E-08,0
84.27,63.68,2.42E-08,0
84.25,64.37,2.45E-08,0
82.81,62.90,2.39E-08,0
84.12,62.26,2.37E-08,0
83.78,62.04,2.36E-08,0
81.28,61.39,2.33E-08,0
80.78,60.74,2.31E-08,0
80.37,60.38,2.29E-08,0
80.00,60.03,2.28E-08,0
80.59,58.89,2.23E-08,0
80.11,58.49,2.22E-08,0
78.60,59.25,2.25E-08,0
78.05,58.68,2.22E-08,0
77.73,58.72,2.22E-08,0
77.09,58.21,2.20E-08,0
78.34,57.58,2.18E-08,0
77.84,57.30,2.17E-08,0
76.17,57.99,2.19E-08,0
75.56,57.47,2.17E-08,0
75.14,57.49,2.17E-08,0
75.38,56.20,2.12E-08,0
74.93,55.98,2.11E-08,0
73.90,57.25,2.16E-08,0
73.62,57.39,2.17E-08,0
73.15,57.20,2.16E-08,0
72.83,57.25,2.16E-08,0
73.32,56.26,2.12E-08,0
72.46,55.74,2.10E-08,0
72.68,57.20,2.15E-08,0
70.77,56.87,2.14E-08,0
70.44,57.00,2.15E-08,0
70.39,56.60,2.13E-08,0
70.37,55.93,2.10E-08,0
69.38,56.50,2.12E-08,0
68.12,57.08,2.15E-08,0
67.60,57.06,2.14E-08,0
66.91,56.99,2.14E-08,0
67.66,56.08,2.11E-08,0
67.02,55.96,2.10E-08,0
65.66,57.61,2.16E-08,0
65.05,57.60,2.16E-08,0
64.57,57.51,2.16E-08,0
64.31,57.90,2.17E-08,0
64.24,56.67,2.12E-08,0
63.94,56.86,2.13E-08,0
63.22,58.42,2.19E-08,0
62.93,58.51,2.19E-08,0
62.68,58.73,2.20E-08,0
59.71,57.85,2.16E-08,0
60.07,58.03,2.17E-08,0
61.32,59.09,2.21E-08,0
61.54,59.48,2.22E-08,0
61.46,59.60,2.23E-08,0
61.21,59.78,2.23E-08,0
61.04,58.50,2.18E-08,0
62.41,57.98,2.16E-08,0
60.77,60.31,2.25E-08,0
60.67,60.48,2.25E-08,0
60.66,60.92,2.27E-08,0
60.54,61.04,2.27E-08,0
59.90,59.77,2.23E-08,0
59.80,60.10,2.24E-08,0
60.16,62.14,2.31E-08,0
60.21,62.02,2.31E-08,0
59.94,62.05,2.31E-08,0
60.05,61.17,2.27E-08,0
59.88,61.38,2.28E-08,0
59.53,62.94,2.34E-08,0
59.40,63.14,2.35E-08,0
59.19,63.14,2.34E-08,0
59.14,63.51,2.36E-08,0
59.17,62.42,2.32E-08,0
59.06,62.73,2.33E-08,0
58.51,64.30,2.38E-08,0
58.32,64.57,2.39E-08,0
58.21,64.93,2.41E-08,0
57.77,64.82,2.40E-08,0
56.77,64.56,2.39E-08,0
56.63,65.05,2.41E-08,0
57.83,66.15,2.45E-08,0
57.69,66.20,2.45E-08,0
57.76,66.62,2.46E-08,0
56.90,64.51,2.38E-08,0
56.14,66.42,2.45E-08,0
57.54,67.22,2.48E-08,0
57.94,68.07,2.51E-08,0
57.85,68.08,2.51E-08,0
58.05,68.55,2.53E-08,0
55.92,67.62,2.49E-08,0
56.22,67.90,2.50E-08,0
57.93,69.30,2.55E-08,0
58.04,69.80,2.57E-08,0
58.10,69.84,2.57E-08,0
56.71,69.34,2.55E-08,0
56.45,69.60,2.56E-08,0
57.57,70.13,2.58E-08,0
58.15,70.78,2.60E-08,0
58.44,70.92,2.61E-08,0
58.47,70.91,2.61E-08,0
58.18,69.76,2.56E-08,0
58.40,70.45,2.59E-08,0
58.80,71.81,2.64E-08,0
58.93,71.97,2.64E-08,0
59.08,72.32,2.65E-08,0
59.12,72.45,2.66E-08,0
58.70,71.29,2.61E-08,0
58.75,71.31,2.61E-08,0
59.39,73.00,2.68E-08,0
59.59,73.59,2.70E-08,0
59.77,71.23,2.61E-08,0
59.23,72.67,2.66E-08,0
59.32,72.87,2.67E-08,0
60.08,74.40,2.72E-08,0
60.29,74.54,2.73E-08,0
60.45,74.81,2.73E-08,0
60.69,75.07,2.74E-08,0
60.06,74.17,2.71E-08,0
59.97,74.09,2.71E-08,0
61.11,75.22,2.75E-08,0
61.33,75.62,2.76E-08,0
61.55,75.67,2.76E-08,0
61.52,76.11,2.78E-08,0
60.02,75.71,2.76E-08,0
60.20,75.72,2.76E-08,0
62.36,76.42,2.78E-08,0
62.60,76.72,2.79E-08,0
62.85,77.04,2.80E-08,0
61.90,76.18,2.77E-08,0
62.14,76.35,2.78E-08,0
63.56,77.50,2.82E-08,0
63.72,77.51,2.82E-08,0
64.06,77.75,2.83E-08,0
64.23,77.64,2.82E-08,0
63.41,77.19,2.80E-08,0
63.67,77.28,2.81E-08,0
65.06,78.07,2.83E-08,0
64.62,76.63,2.78E-08,0
65.68,78.28,2.84E-08,0
65.21,78.21,2.84E-08,0
65.18,77.95,2.83E-08,0
65.84,77.96,2.82E-08,0
66.74,78.43,2.84E-08,0
67.00,78.75,2.85E-08,0
67.29,78.76,2.85E-08,0
66.46,77.79,2.81E-08,0
66.73,77.76,2.81E-08,0
68.25,78.68,2.84E-08,0
68.52,78.47,2.84E-08,0
68.87,78.45,2.83E-08,0
69.33,78.95,2.85E-08,0
67.83,78.05,2.82E-08,0
68.09,78.31,2.83E-08,0
70.10,78.77,2.84E-08,0
70.38,78.41,2.83E-08,0
70.47,78.08,2.82E-08,0
68.94,78.23,2.82E-08,0
69.13,78.12,2.82E-08,0
71.52,78.41,2.82E-08,0
71.89,78.27,2.82E-08,0
72.33,78.38,2.82E-08,0
72.76,78.55,2.83E-08,0
70.97,78.49,2.82E-08,0
71.11,78.29,2.82E-08,0
71.36,77.74,2.79E-08,0
73.74,79.23,2.85E-08,0
74.12,79.15,2.84E-08,0
74.56,79.07,2.84E-08,0
72.57,79.34,2.85E-08,0
73.05,79.27,2.85E-08,0
75.51,78.91,2.83E-08,0
75.73,78.44,2.81E-08,0
76.22,78.33,2.81E-08,0
75.18,78.47,2.81E-08,0
75.57,78.41,2.81E-08,0
77.21,78.07,2.80E-08,0
77.51,77.77,2.78E-08,0
77.92,77.86,2.79E-08,0
78.06,77.44,2.77E-08,0
77.26,77.56,2.77E-08,0
77.65,77.51,2.77E-08,0
78.93,76.60,2.74E-08,0
79.12,76.21,2.72E-08,0
79.33,75.75,2.71E-08,0
79.19,75.79,2.71E-08,0
78.77,75.63,2.70E-08,0
79.10,74.95,2.68E-08,0
80.15,74.65,2.66E-08,0
80.11,73.98,2.64E-08,0
80.24,73.35,2.62E-08,0
79.41,73.81,2.63E-08,0
76.72,73.40,2.62E-08,0
80.64,71.94,2.56E-08,0
80.72,71.79,2.56E-08,0
80.60,70.81,2.52E-08,0
80.78,70.50,2.51E-08,0
79.95,71.09,2.53E-08,0
80.07,70.86,2.52E-08,0
80.75,68.91,2.45E-08,0
80.74,68.40,2.43E-08,0
80.78,68.20,2.42E-08,0
78.96,69.04,2.45E-08,0
78.98,68.28,2.42E-08,0
80.03,66.73,2.37E-08,0
80.04,65.89,2.34E-08,0
79.94,65.52,2.32E-08,0
79.75,65.15,2.31E-08,0
78.21,65.53,2.32E-08,0
77.84,65.01,2.30E-08,0
79.04,64.12,2.27E-08,0
78.47,63.44,2.25E-08,0
78.29,63.36,2.24E-08,0
77.84,62.82,2.22E-08,0
77.20,63.27,2.24E-08,0
76.82,62.73,2.22E-08,0
76.84,62.18,2.20E-08,0
76.33,61.81,2.18E-08,0
75.88,61.44,2.17E-08,0
73.84,63.10,2.23E-08,0
75.03,61.51,2.17E-08,0
74.80,61.37,2.17E-08,0
74.46,61.18,2.16E-08,0
73.97,60.91,2.15E-08,0
73.35,60.86,2.15E-08,0
73.00,61.34,2.16E-08,0
72.70,61.43,2.16E-08,0
72.15,60.82,2.14E-08,0
71.93,61.04,2.15E-08,0
71.49,60.84,2.14E-08,0
70.87,60.89,2.14E-08,0
70.12,61.05,2.15E-08,0
69.98,61.32,2.16E-08,0
70.05,61.01,2.14E-08,0
69.59,60.73,2.13E-08,0
69.36,60.90,2.14E-08,0
67.81,61.86,2.17E-08,0
67.59,61.67,2.16E-08,0
68.21,60.73,2.13E-08,0
67.84,60.95,2.14E-08,0
67.51,60.86,2.13E-08,0
67.05,60.60,2.12E-08,0
66.33,61.57,2.16E-08,0
66.01,61.69,2.16E-08,0
66.10,60.94,2.13E-08,0
65.88,61.25,2.14E-08,0
65.10,62.93,2.20E-08,0
65.00,61.37,2.15E-08,0
64.61,61.40,2.15E-08,0
64.21,61.40,2.15E-08,0
64.16,61.53,2.15E-08,0
63.84,61.79,2.16E-08,0
63.49,61.90,2.16E-08,0
63.06,62.11,2.17E-08,0
62.66,62.11,2.17E-08,0
62.43,62.28,2.17E-08,0
62.20,62.63,2.18E-08,0
61.82,62.79,2.19E-08,0
61.45,62.72,2.19E-08,0
61.03,63.23,2.20E-08,0
60.73,63.43,2.21E-08,0
60.49,63.48,2.21E-08,0
60.09,63.77,2.22E-08,0
59.69,63.90,2.22E-08,0
59.22,64.32,2.24E-08,0
58.98,64.81,2.25E-08,0
58.66,64.76,2.25E-08,0
58.39,65.12,2.26E-08,0
58.10,65.64,2.28E-08,0
57.80,65.63,2.28E-08,0
57.07,66.46,2.31E-08,0
56.68,66.62,2.31E-08,0
56.87,66.80,2.32E-08,0
57.23,68.00,2.36E-08,0
56.35,67.15,2.33E-08,0
56.15,67.52,2.34E-08,0
55.50,67.72,2.35E-08,0
55.32,68.35,2.37E-08,0
55.30,68.18,2.36E-08,0
55.02,68.51,2.37E-08,0
54.82,68.83,2.38E-08,0
54.46,69.47,2.40E-08,0
54.15,69.42,2.40E-08,0
53.95,69.46,2.40E-08,0
53.84,70.34,2.43E-08,0
53.60,70.43,2.43E-08,0
53.43,70.89,2.45E-08,0
52.81,71.57,2.47E-08,0
52.66,71.91,2.48E-08,0
52.84,71.90,2.48E-08,0
52.68,72.45,2.50E-08,0
52.51,72.80,2.51E-08,0
51.98,73.00,2.52E-08,0
51.78,73.71,2.54E-08,0
51.58,73.94,2.55E-08,0
51.46,74.20,2.56E-08,0
51.27,74.65,2.57E-08,0
50.99,74.75,2.57E-08,0
50.61,75.52,2.60E-08,0
50.48,76.02,2.62E-08,0
51.09,76.83,2.64E-08,0
50.18,76.76,2.64E-08,0
50.03,77.19,2.65E-08,0
49.76,77.40,2.66E-08,0
49.51,77.96,2.68E-08,0
49.34,78.57,2.70E-08,0
49.27,78.85,2.71E-08,0
49.15,79.76,2.74E-08,0
49.01,79.96,2.74E-08,0
48.58,80.63,2.77E-08,0
48.38,81.14,2.78E-08,0
48.48,81.53,2.79E-08,0
48.37,82.04,2.81E-08,0
48.22,82.46,2.82E-08,0
48.12,82.72,2.83E-08,0
47.84,83.33,2.85E-08,0
47.69,84.09,2.88E-08,0
47.74,84.10,2.88E-08,0
47.70,84.40,2.89E-08,0
47.56,85.19,2.91E-08,0
47.47,85.57,2.92E-08,0
47.10,86.32,2.95E-08,0
47.04,86.88,2.97E-08,0
47.28,86.82,2.96E-08,0
47.25,87.11,2.97E-08,0
47.23,87.94,3.00E-08,0
46.86,88.20,3.01E-08,0
47.42,89.87,3.06E-08,0
47.64,90.40,3.08E-08,0
47.67,90.84,3.10E-08,0
47.56,91.45,3.11E-08,0
47.55,92.02,3.13E-08,0
47.15,92.71,3.16E-08,0
47.08,93.10,3.17E-08,0
47.33,93.43,3.18E-08,0
47.25,93.86,3.19E-08,0
47.29,94.26,3.20E-08,0
47.08,94.78,3.22E-08,0
46.82,95.78,3.25E-08,0
46.79,96.54,3.28E-08,0
47.00,96.51,3.28E-08,0
46.97,97.40,3.31E-08,0
47.04,97.76,3.32E-08,0
46.32,99.93,3.39E-08,0
46.57,100.21,3.40E-08,0
47.11,99.17,3.36E-08,0
47.06,100.12,3.39E-08,0
47.11,100.79,3.41E-08,0
47.16,101.04,3.42E-08,0
46.66,102.87,3.48E-08,0
46.70,103.49,3.50E-08,0
47.24,102.75,3.48E-08,0
47.29,103.22,3.49E-08,0
47.26,103.61,3.50E-08,0
47.65,104.98,3.55E-08,0
47.33,104.89,3.54E-08,0
47.46,105.30,3.56E-08,0
47.57,105.74,3.57E-08,0
47.66,105.99,3.58E-08,0
47.91,106.06,3.58E-08,0
47.50,107.97,3.64E-08,0
47.74,108.15,3.65E-08,0
47.95,108.46,3.66E-08,0
48.27,108.25,3.65E-08,0
48.21,109.32,3.68E-08,0
48.37,109.53,3.69E-08,0
48.07,110.88,3.73E-08,0
48.28,111.06,3.74E-08,0
48.48,111.25,3.74E-08,0
48.71,111.57,3.75E-08,0
48.66,112.48,3.78E-08,0
48.50,113.44,3.81E-08,0
48.70,113.57,3.82E-08,0
48.72,114.58,3.85E-08,0
49.08,114.53,3.85E-08,0
48.83,115.60,3.88E-08,0
48.88,116.18,3.90E-08,0
48.93,117.31,3.94E-08,0
49.02,117.89,3.96E-08,0
49.28,117.80,3.95E-08,0
49.20,118.81,3.98E-08,0
49.86,120.00,4.02E-08,0
49.63,119.96,4.02E-08,0
49.66,121.47,4.07E-08,0
49.72,122.18,4.09E-08,0
50.02,121.89,4.08E-08,0
50.08,122.59,4.10E-08,0
50.25,123.24,4.12E-08,0
50.23,126.16,4.22E-08,0
50.33,126.51,4.23E-08,0
50.45,125.80,4.20E-08,0
50.62,125.85,4.20E-08,0
50.83,126.94,4.24E-08,0
50.99,127.53,4.26E-08,0
51.31,128.33,4.28E-08,0
51.50,128.85,4.30E-08,0
51.52,129.36,4.32E-08,0
51.61,129.96,4.33E-08,0
51.91,130.33,4.35E-08,0
52.11,131.12,4.37E-08,0
52.39,131.69,4.39E-08,0
52.54,132.21,4.40E-08,0
52.75,132.81,4.42E-08,0
52.91,133.47,4.44E-08,0
53.09,134.34,4.47E-08,0
53.42,135.26,4.50E-08,0
53.42,136.41,4.54E-08,0
53.85,136.19,4.53E-08,0
54.76,136.68,4.54E-08,0
54.21,137.79,4.58E-08,0
54.29,138.76,4.61E-08,0
54.76,139.51,4.63E-08,0
54.88,140.36,4.66E-08,0
54.99,141.07,4.68E-08,0
55.47,141.30,4.69E-08,0
55.78,142.37,4.72E-08,0
56.29,142.78,4.73E-08,0
56.24,144.44,4.79E-08,0
56.46,144.20,4.78E-08,0
56.49,145.72,4.83E-08,0
57.12,145.72,4.82E-08,0
57.16,147.21,4.87E-08,0
57.72,148.11,4.90E-08,0
57.82,149.34,4.94E-08,0
57.72,150.07,4.96E-08,0
58.47,149.67,4.95E-08,0
58.48,150.84,4.99E-08,0
58.53,151.95,5.02E-08,0
59.31,153.67,5.08E-08,0
59.48,154.66,5.11E-08,0
59.72,154.11,5.09E-08,0
60.02,155.07,5.12E-08,0
60.36,155.43,5.13E-08,0
61.07,156.68,5.17E-08,0
61.23,157.58,5.20E-08,0
62.01,157.06,5.18E-08,0
61.63,158.53,5.22E-08,0
62.19,158.96,5.24E-08,0
62.60,159.80,5.26E-08,0
63.68,160.47,5.28E-08,0
63.53,162.06,5.33E-08,0
64.04,161.28,5.31E-08,0
64.13,163.15,5.37E-08,0
64.75,163.51,5.38E-08,0
65.52,164.26,5.40E-08,0
65.79,165.68,5.44E-08,0
66.07,166.47,5.47E-08,0
66.52,166.68,5.47E-08,0
67.01,167.20,5.49E-08,0
67.70,168.05,5.51E-08,0
67.92,170.61,5.60E-08,0
68.85,170.89,5.60E-08,0
68.51,171.82,5.63E-08,0
69.22,172.35,5.65E-08,0
69.53,173.46,5.68E-08,0
69.91,174.77,5.72E-08,0
70.84,176.25,5.77E-08,0
71.45,176.56,5.78E-08,0
71.58,177.69,5.82E-08,0
71.90,179.01,5.86E-08,0
72.66,179.23,5.86E-08,0
73.92,180.16,5.89E-08,0
74.37,181.90,5.95E-08,0
74.21,182.49,5.96E-08,0
74.80,182.98,5.98E-08,0
75.09,184.85,6.04E-08,0
76.06,184.66,6.03E-08,0
77.26,186.03,6.07E-08,0
77.78,187.08,6.10E-08,0
77.47,188.30,6.14E-08,0
77.90,189.83,6.19E-08,0
78.83,190.10,6.20E-08,0
79.38,191.46,6.24E-08,0
81.20,191.67,6.24E-08,0
81.50,193.23,6.29E-08,0
81.72,193.95,6.31E-08,0
82.42,194.25,6.32E-08,0
83.12,195.34,6.36E-08,0
83.74,197.89,6.44E-08,0
85.03,197.51,6.42E-08,0
84.90,198.73,6.46E-08,0
85.39,200.03,6.50E-08,0
86.13,201.27,6.54E-08,0
87.09,201.94,6.56E-08,0
88.25,203.42,6.60E-08,0
89.55,203.35,6.60E-08,0
89.37,204.97,6.65E-08,0
90.47,205.83,6.68E-08,0
91.40,206.56,6.70E-08,0
92.14,208.51,6.76E-08,0
93.43,210.26,6.81E-08,0
94.66,210.34,6.81E-08,0
94.82,210.86,6.83E-08,0
95.80,211.92,6.86E-08,0
96.63,213.58,6.91E-08,0
98.43,214.25,6.93E-08,0
98.68,216.14,6.99E-08,0
99.49,216.04,6.99E-08,0
99.86,217.90,7.04E-08,0
100.79,219.01,7.08E-08,0
101.91,219.57,7.09E-08,0
104.15,221.57,7.16E-08,0
104.85,223.32,7.21E-08,0
104.80,222.55,7.18E-08,0
105.81,223.43,7.21E-08,0
106.37,225.32,7.27E-08,0
108.38,225.88,7.28E-08,0
109.58,227.24,7.33E-08,0
109.12,229.70,7.40E-08,0
110.43,229.78,7.40E-08,0
111.41,230.41,7.42E-08,0
112.44,231.84,7.47E-08,0
114.25,232.45,7.48E-08,0
115.20,234.69,7.55E-08,0
115.80,234.87,7.56E-08,0
116.27,237.24,7.63E-08,0
117.58,237.70,7.64E-08,0
118.74,238.48,7.67E-08,0
119.72,241.70,7.77E-08,0
121.48,241.56,7.76E-08,0
121.43,244.37,7.85E-08,0
122.30,245.53,7.88E-08,0
123.45,246.80,7.92E-08,0
125.95,247.88,7.95E-08,0
127.14,248.91,7.98E-08,0
127.26,251.76,8.07E-08,0
129.17,251.71,8.07E-08,0
129.62,255.51,8.19E-08,0
131.24,255.11,8.17E-08,0
133.77,256.06,8.20E-08,0
135.05,256.72,8.22E-08,0
135.89,259.33,8.30E-08,0
136.60,261.95,8.38E-08,0
138.13,262.32,8.39E-08,0
140.08,263.83,8.44E-08,0
142.51,263.07,8.41E-08,0
143.79,265.55,8.49E-08,0
144.64,266.77,8.52E-08,0
146.07,269.70,8.62E-08,0
147.46,271.86,8.68E-08,0
150.98,273.52,8.73E-08,0
152.31,275.27,8.79E-08,0
152.71,275.39,8.79E-08,0
153.88,277.43,8.85E-08,0
156.05,278.75,8.89E-08,0
157.67,281.23,8.96E-08,0
159.93,282.08,8.99E-08,0
162.69,282.42,9.00E-08,0
161.98,287.20,9.15E-08,0
