Impedance,Resistance,Reactance,HT
6.87,15.63,3.30E-09,0
6.78,15.86,3.35E-09,0
6.80,15.94,3.37E-09,0
6.78,16.07,3.40E-09,0
6.80,16.19,3.42E-09,0
6.91,16.12,3.41E-09,0
7.03,16.09,3.40E-09,0
6.99,16.40,3.46E-09,0
7.08,16.44,3.47E-09,0
7.10,16.56,3.49E-09,0
7.26,16.34,3.45E-09,0
7.09,16.61,3.50E-09,0
7.23,16.74,3.53E-09,0
7.31,16.76,3.53E-09,0
7.38,16.79,3.54E-09,0
7.39,16.93,3.57E-09,0
7.43,16.80,3.54E-09,0
7.49,16.84,3.55E-09,0
7.51,17.10,3.60E-09,0
7.54,17.17,3.62E-09,0
7.60,17.21,3.62E-09,0
7.50,17.38,3.66E-09,0
7.65,17.23,3.63E-09,0
7.70,17.25,3.63E-09,0
7.63,17.59,3.70E-09,0
7.62,17.66,3.71E-09,0
7.66,17.69,3.72E-09,0
7.71,17.59,3.70E-09,0
7.79,17.63,3.71E-09,0
7.70,17.94,3.77E-09,0
7.77,17.94,3.77E-09,0
7.74,18.07,3.80E-09,0
7.75,18.15,3.81E-09,0
7.91,17.99,3.78E-09,0
7.97,18.03,3.79E-09,0
7.92,18.33,3.85E-09,0
7.98,18.36,3.85E-09,0
7.91,18.51,3.88E-09,0
8.03,18.46,3.87E-09,0
8.04,18.50,3.88E-09,0
8.16,18.49,3.88E-09,0
8.14,18.72,3.93E-09,0
8.28,18.80,3.94E-09,0
8.32,18.88,3.96E-09,0
8.35,18.76,3.93E-09,0
8.33,18.85,3.95E-09,0
8.49,19.18,4.02E-09,0
8.48,19.20,4.02E-09,0
8.60,19.19,4.02E-09,0
8.65,19.29,4.04E-09,0
8.76,18.99,3.98E-09,0
8.81,19.08,3.99E-09,0
8.75,19.55,4.09E-09,0
8.79,19.60,4.10E-09,0
8.90,19.63,4.11E-09,0
8.84,19.52,4.08E-09,0
8.90,19.54,4.09E-09,0
9.03,19.76,4.13E-09,0
9.13,19.90,4.16E-09,0
9.07,20.06,4.19E-09,0
9.05,20.23,4.23E-09,0
9.08,19.89,4.16E-09,0
9.02,20.13,4.20E-09,0
9.20,20.39,4.26E-09,0
9.29,20.40,4.26E-09,0
9.27,20.48,4.27E-09,0
9.27,20.55,4.29E-09,0
9.28,20.38,4.25E-09,0
9.41,20.42,4.26E-09,0
9.39,20.76,4.33E-09,0
9.33,20.91,4.36E-09,0
9.48,20.87,4.35E-09,0
9.45,20.79,4.33E-09,0
9.53,20.88,4.35E-09,0
9.63,21.06,4.39E-09,0
9.61,21.24,4.42E-09,0
9.67,21.27,4.43E-09,0
9.71,21.38,4.45E-09,0
9.82,21.21,4.42E-09,0
9.93,21.23,4.42E-09,0
10.04,21.54,4.48E-09,0
10.17,21.58,4.49E-09,0
10.21,21.67,4.51E-09,0
10.27,21.67,4.51E-09,0
10.21,21.56,4.48E-09,0
10.22,21.67,4.50E-09,0
10.55,21.90,4.55E-09,0
10.69,21.92,4.55E-09,0
10.81,21.87,4.54E-09,0
10.51,21.87,4.54E-09,0
10.67,21.85,4.54E-09,0
10.94,22.13,4.59E-09,0
11.04,22.18,4.61E-09,0
11.08,22.27,4.62E-09,0
11.14,22.33,4.63E-09,0
11.07,22.06,4.58E-09,0
11.10,22.14,4.59E-09,0
11.27,22.51,4.67E-09,0
11.36,22.54,4.67E-09,0
11.35,22.67,4.70E-09,0
11.36,22.48,4.66E-09,0
11.35,22.45,4.65E-09,0
11.48,22.67,4.70E-09,0
11.61,22.86,4.74E-09,0
11.71,22.84,4.73E-09,0
11.69,22.95,4.75E-09,0
11.61,22.83,4.73E-09,0
11.63,22.96,4.75E-09,0
11.94,23.04,4.77E-09,0
11.92,23.14,4.79E-09,0
12.02,23.17,4.79E-09,0
12.05,23.24,4.81E-09,0
12.01,23.12,4.78E-09,0
12.09,23.15,4.79E-09,0
12.34,23.38,4.83E-09,0
12.38,23.43,4.84E-09,0
12.41,23.54,4.86E-09,0
12.36,23.35,4.82E-09,0
12.42,23.37,4.83E-09,0
12.82,23.45,4.84E-09,0
12.88,23.58,4.87E-09,0
13.04,23.49,4.85E-09,0
13.16,23.50,4.85E-09,0
12.86,23.41,4.83E-09,0
12.98,23.43,4.83E-09,0
13.43,23.54,4.86E-09,0
13.50,23.55,4.86E-09,0
13.54,23.59,4.86E-09,0
13.65,23.57,4.86E-09,0
13.41,23.45,4.83E-09,0
13.50,23.50,4.84E-09,0
13.95,23.58,4.86E-09,0
13.92,23.73,4.89E-09,0
13.97,23.71,4.88E-09,0
13.86,23.52,4.84E-09,0
13.85,23.56,4.85E-09,0
14.27,23.74,4.89E-09,0
14.14,23.92,4.92E-09,0
14.29,23.88,4.91E-09,0
14.38,23.86,4.91E-09,0
14.16,23.80,4.90E-09,0
14.20,23.85,4.90E-09,0
14.46,24.04,4.94E-09,0
14.56,24.02,4.94E-09,0
14.58,24.06,4.95E-09,0
14.56,23.99,4.93E-09,0
14.51,23.99,4.93E-09,0
14.64,24.04,4.94E-09,0
14.97,24.05,4.94E-09,0
14.91,24.15,4.96E-09,0
14.98,24.16,4.96E-09,0
14.84,24.06,4.94E-09,0
14.92,24.10,4.95E-09,0
15.18,24.23,4.97E-09,0
15.33,24.16,4.96E-09,0
15.40,24.17,4.96E-09,0
15.51,24.13,4.95E-09,0
15.33,24.01,4.92E-09,0
15.30,24.08,4.94E-09,0
15.79,23.99,4.92E-09,0
15.93,23.95,4.91E-09,0
15.96,23.92,4.90E-09,0
15.63,24.02,4.92E-09,0
15.71,23.96,4.91E-09,0
16.13,23.91,4.90E-09,0
16.20,23.87,4.89E-09,0
16.28,23.86,4.88E-09,0
16.48,23.75,4.86E-09,0
16.05,23.91,4.89E-09,0
16.11,23.92,4.89E-09,0
16.58,23.76,4.86E-09,0
16.57,23.86,4.88E-09,0
16.69,23.81,4.87E-09,0
16.68,23.84,4.87E-09,0
16.39,23.80,4.86E-09,0
16.46,23.83,4.87E-09,0
16.85,23.87,4.88E-09,0
16.83,23.94,4.89E-09,0
16.84,23.94,4.89E-09,0
16.62,23.96,4.89E-09,0
16.67,23.94,4.89E-09,0
16.98,23.91,4.88E-09,0
17.10,23.87,4.87E-09,0
17.15,23.88,4.87E-09,0
17.22,23.82,4.86E-09,0
16.96,23.86,4.87E-09,0
17.03,23.81,4.86E-09,0
17.35,23.73,4.84E-09,0
17.40,23.69,4.83E-09,0
17.41,23.70,4.83E-09,0
17.38,23.79,4.85E-09,0
17.15,23.67,4.82E-09,0
17.44,23.51,4.79E-09,0
17.72,23.34,4.75E-09,0
17.66,23.32,4.75E-09,0
17.78,23.24,4.73E-09,0
17.35,23.39,4.76E-09,0
17.53,23.25,4.73E-09,0
17.80,23.04,4.69E-09,0
17.84,22.99,4.68E-09,0
17.94,22.91,4.66E-09,0
17.90,22.90,4.66E-09,0
17.67,23.09,4.69E-09,0
17.61,23.07,4.69E-09,0
18.09,22.72,4.62E-09,0
18.08,22.64,4.60E-09,0
17.98,22.73,4.62E-09,0
17.69,22.65,4.60E-09,0
17.67,22.63,4.59E-09,0
18.05,22.60,4.59E-09,0
18.12,22.56,4.58E-09,0
18.15,22.53,4.57E-09,0
18.17,22.59,4.58E-09,0
17.88,22.76,4.62E-09,0
17.92,22.72,4.61E-09,0
18.21,22.52,4.57E-09,0
18.23,22.51,4.56E-09,0
18.36,22.44,4.55E-09,0
18.24,22.52,4.56E-09,0
18.03,22.62,4.58E-09,0
18.05,22.59,4.58E-09,0
18.33,22.33,4.52E-09,0
18.35,22.33,4.52E-09,0
18.30,22.31,4.52E-09,0
18.01,22.48,4.55E-09,0
18.06,22.38,4.53E-09,0
18.26,22.12,4.48E-09,0
18.21,22.14,4.48E-09,0
18.21,22.09,4.47E-09,0
18.12,22.05,4.46E-09,0
17.92,22.17,4.48E-09,0
17.84,22.20,4.49E-09,0
18.09,21.73,4.39E-09,0
18.04,21.71,4.39E-09,0
17.93,21.62,4.37E-09,0
17.93,21.55,4.35E-09,0
17.63,21.83,4.41E-09,0
17.63,21.79,4.40E-09,0
17.80,21.44,4.33E-09,0
17.80,21.40,4.32E-09,0
17.65,21.44,4.33E-09,0
17.33,21.61,4.36E-09,0
17.35,21.58,4.35E-09,0
17.60,21.28,4.29E-09,0
17.49,21.33,4.30E-09,0
17.47,21.32,4.30E-09,0
17.49,21.30,4.29E-09,0
17.26,21.52,4.34E-09,0
17.30,21.42,4.32E-09,0
17.29,21.33,4.30E-09,0
17.38,21.25,4.28E-09,0
17.29,21.31,4.29E-09,0
17.31,21.43,4.32E-09,0
17.21,21.55,4.34E-09,0
17.35,21.31,4.29E-09,0
17.29,21.26,4.28E-09,0
17.17,21.30,4.29E-09,0
17.17,21.30,4.28E-09,0
17.16,21.44,4.31E-09,0
17.04,21.49,4.32E-09,0
17.07,21.28,4.28E-09,0
17.03,21.34,4.29E-09,0
17.00,21.25,4.27E-09,0
16.93,21.23,4.27E-09,0
16.87,21.42,4.30E-09,0
16.77,21.45,4.31E-09,0
16.75,21.20,4.26E-09,0
16.70,21.15,4.25E-09,0
16.51,21.24,4.26E-09,0
16.57,21.40,4.30E-09,0
16.62,21.34,4.28E-09,0
16.37,21.11,4.24E-09,0
16.31,21.07,4.23E-09,0
16.25,21.05,4.22E-09,0
16.22,21.06,4.22E-09,0
16.23,21.40,4.29E-09,0
16.15,21.34,4.28E-09,0
16.02,21.07,4.22E-09,0
16.01,21.04,4.22E-09,0
15.85,21.09,4.22E-09,0
15.74,21.13,4.23E-09,0
15.83,21.45,4.30E-09,0
15.78,21.43,4.29E-09,0
15.71,21.06,4.22E-09,0
15.58,21.15,4.23E-09,0
15.59,21.10,4.22E-09,0
15.53,21.48,4.30E-09,0
15.57,21.45,4.29E-09,0
15.48,21.17,4.23E-09,0
15.40,21.23,4.25E-09,0
15.32,21.30,4.26E-09,0
15.33,21.31,4.26E-09,0
15.35,21.59,4.31E-09,0
15.29,21.61,4.32E-09,0
15.17,21.43,4.28E-09,0
15.12,21.51,4.30E-09,0
15.12,21.57,4.31E-09,0
15.08,21.65,4.32E-09,0
15.16,21.71,4.33E-09,0
14.99,21.83,4.36E-09,0
14.89,21.68,4.33E-09,0
14.93,21.66,4.32E-09,0
14.90,21.71,4.33E-09,0
14.84,22.01,4.39E-09,0
14.81,21.98,4.38E-09,0
14.57,21.81,4.35E-09,0
14.53,21.81,4.35E-09,0
14.40,21.87,4.36E-09,0
14.31,21.87,4.36E-09,0
14.38,22.18,4.42E-09,0
14.34,22.19,4.42E-09,0
13.98,22.05,4.39E-09,0
14.01,21.99,4.38E-09,0
13.97,22.02,4.38E-09,0
13.87,22.38,4.45E-09,0
13.87,22.34,4.45E-09,0
13.69,22.23,4.42E-09,0
13.68,22.22,4.42E-09,0
13.69,22.21,4.42E-09,0
13.58,22.29,4.43E-09,0
13.82,22.48,4.47E-09,0
13.66,22.60,4.49E-09,0
13.46,22.42,4.45E-09,0
13.46,22.50,4.47E-09,0
13.40,22.51,4.47E-09,0
13.37,22.53,4.48E-09,0
13.57,22.73,4.51E-09,0
13.46,22.83,4.53E-09,0
13.29,22.75,4.52E-09,0
13.29,22.76,4.52E-09,0
13.24,22.82,4.53E-09,0
13.34,23.01,4.57E-09,0
13.22,23.09,4.58E-09,0
13.16,22.93,4.55E-09,0
13.09,23.06,4.57E-09,0
13.05,23.10,4.58E-09,0
12.94,23.20,4.60E-09,0
13.01,23.32,4.62E-09,0
12.87,23.43,4.64E-09,0
12.71,23.39,4.63E-09,0
12.69,23.41,4.64E-09,0
12.72,23.41,4.64E-09,0
12.57,23.57,4.67E-09,0
12.60,23.73,4.70E-09,0
12.63,23.73,4.70E-09,0
12.43,23.70,4.69E-09,0
12.36,23.76,4.70E-09,0
12.23,23.87,4.72E-09,0
12.21,24.22,4.79E-09,0
12.25,24.21,4.79E-09,0
12.05,24.15,4.77E-09,0
12.01,24.19,4.78E-09,0
12.05,24.27,4.80E-09,0
11.88,24.39,4.82E-09,0
12.05,24.59,4.86E-09,0
11.99,24.65,4.87E-09,0
11.85,24.58,4.85E-09,0
11.75,24.71,4.88E-09,0
11.81,24.67,4.87E-09,0
11.96,24.79,4.89E-09,0
11.85,24.95,4.92E-09,0
11.74,24.93,4.92E-09,0
11.59,24.95,4.92E-09,0
11.67,24.98,4.93E-09,0
11.54,25.10,4.95E-09,0
11.77,25.20,4.97E-09,0
11.62,25.29,4.98E-09,0
11.48,25.27,4.98E-09,0
11.52,25.28,4.98E-09,0
11.50,25.34,4.99E-09,0
11.40,25.46,5.01E-09,0
11.51,25.59,5.04E-09,0
11.38,25.70,5.06E-09,0
11.32,25.68,5.06E-09,0
11.23,25.77,5.07E-09,0
11.19,25.89,5.09E-09,0
11.29,26.01,5.12E-09,0
11.26,26.05,5.12E-09,0
11.17,26.03,5.12E-09,0
11.06,26.16,5.14E-09,0
10.99,26.29,5.17E-09,0
11.05,26.31,5.17E-09,0
11.18,26.39,5.19E-09,0
11.02,26.57,5.22E-09,0
10.88,26.57,5.22E-09,0
10.79,26.67,5.24E-09,0
10.70,26.76,5.26E-09,0
10.74,26.86,5.27E-09,0
10.91,26.97,5.29E-09,0
10.89,26.97,5.29E-09,0
10.70,27.05,5.31E-09,0
10.56,27.22,5.34E-09,0
10.63,27.20,5.34E-09,0
10.83,27.32,5.36E-09,0
10.75,27.40,5.37E-09,0
10.57,27.46,5.38E-09,0
10.52,27.54,5.40E-09,0
10.46,27.67,5.42E-09,0
10.44,27.73,5.43E-09,0
10.67,27.80,5.45E-09,0
10.55,27.93,5.47E-09,0
10.48,27.96,5.48E-09,0
10.41,28.09,5.50E-09,0
10.40,28.14,5.51E-09,0
10.55,28.18,5.52E-09,0
10.59,28.30,5.54E-09,0
10.46,28.41,5.56E-09,0
10.49,28.45,5.57E-09,0
10.37,28.59,5.59E-09,0
10.40,28.63,5.60E-09,0
10.48,28.74,5.62E-09,0
10.40,28.81,5.63E-09,0
10.39,28.86,5.64E-09,0
10.28,28.97,5.66E-09,0
10.28,29.02,5.67E-09,0
10.25,29.10,5.69E-09,0
10.25,29.23,5.71E-09,0
10.38,29.21,5.70E-09,0
10.09,29.39,5.74E-09,0
10.09,29.47,5.75E-09,0
10.02,29.54,5.77E-09,0
10.13,29.63,5.78E-09,0
10.14,29.68,5.79E-09,0
9.95,29.77,5.81E-09,0
9.91,29.87,5.83E-09,0
9.94,29.93,5.84E-09,0
9.94,30.02,5.85E-09,0
10.13,30.08,5.86E-09,0
10.04,30.20,5.89E-09,0
9.90,30.28,5.90E-09,0
9.84,30.36,5.92E-09,0
9.84,30.50,5.94E-09,0
9.78,30.61,5.96E-09,0
9.93,30.68,5.97E-09,0
9.91,30.76,5.99E-09,0
9.84,30.82,6.00E-09,0
9.88,30.85,6.00E-09,0
9.85,30.98,6.03E-09,0
9.92,31.09,6.05E-09,0
9.93,31.15,6.06E-09,0
9.77,31.24,6.07E-09,0
9.83,31.27,6.08E-09,0
9.80,31.36,6.10E-09,0
9.77,31.46,6.12E-09,0
9.79,31.55,6.13E-09,0
9.74,31.69,6.16E-09,0
9.82,31.68,6.15E-09,0
9.78,31.82,6.18E-09,0
9.71,31.94,6.20E-09,0
9.73,32.03,6.22E-09,0
9.74,32.09,6.23E-09,0
9.82,32.14,6.24E-09,0
9.64,32.23,6.25E-09,0
9.70,32.33,6.27E-09,0
9.56,32.50,6.30E-09,0
9.71,32.51,6.30E-09,0
9.62,32.63,6.33E-09,0
9.59,32.68,6.34E-09,0
9.58,32.80,6.36E-09,0
9.61,32.89,6.37E-09,0
9.47,33.03,6.40E-09,0
9.56,33.13,6.42E-09,0
9.60,33.20,6.43E-09,0
9.50,33.29,6.45E-09,0
9.41,33.40,6.47E-09,0
9.39,33.51,6.49E-09,0
9.55,33.51,6.49E-09,0
9.58,33.65,6.51E-09,0
9.44,33.78,6.54E-09,0
9.51,33.78,6.53E-09,0
9.45,33.94,6.56E-09,0
9.46,34.00,6.57E-09,0
9.62,34.08,6.59E-09,0
9.61,34.14,6.60E-09,0
9.57,34.22,6.61E-09,0
9.46,34.39,6.65E-09,0
9.51,34.47,6.66E-09,0
9.55,34.52,6.67E-09,0
9.59,34.63,6.69E-09,0
9.54,34.73,6.71E-09,0
9.60,34.76,6.71E-09,0
9.51,34.90,6.74E-09,0
9.63,34.91,6.74E-09,0
9.62,35.03,6.76E-09,0
9.59,35.12,6.78E-09,0
9.49,35.26,6.80E-09,0
9.56,35.31,6.81E-09,0
9.50,35.43,6.83E-09,0
9.57,35.48,6.84E-09,0
9.55,35.60,6.86E-09,0
9.57,35.64,6.87E-09,0
9.53,35.75,6.89E-09,0
9.52,35.86,6.91E-09,0
9.50,35.98,6.93E-09,0
9.51,36.08,6.95E-09,0
9.54,36.17,6.96E-09,0
9.58,36.27,6.98E-09,0
9.42,36.46,7.02E-09,0
9.42,36.52,7.03E-09,0
9.46,36.61,7.04E-09,0
9.48,36.73,7.07E-09,0
9.48,36.78,7.07E-09,0
9.47,36.92,7.10E-09,0
9.49,37.01,7.12E-09,0
9.50,37.14,7.14E-09,0
9.46,37.19,7.15E-09,0
9.51,37.33,7.17E-09,0
9.58,37.39,7.18E-09,0
9.49,37.40,7.18E-09,0
9.50,37.48,7.20E-09,0
9.56,37.50,7.20E-09,0
9.50,37.61,7.22E-09,0
9.45,37.68,7.23E-09,0
9.49,37.70,7.24E-09,0
9.51,37.75,7.24E-09,0
9.55,37.81,7.25E-09,0
9.45,37.91,7.27E-09,0
9.50,37.98,7.28E-09,0
9.56,37.99,7.28E-09,0
9.55,38.12,7.31E-09,0
9.53,38.25,7.33E-09,0
9.61,38.31,7.34E-09,0
9.56,38.47,7.37E-09,0
9.65,38.53,7.38E-09,0
9.56,38.71,7.41E-09,0
9.64,38.79,7.43E-09,0
9.57,38.97,7.46E-09,0
9.67,38.99,7.46E-09,0
9.69,39.13,7.49E-09,0
9.72,39.24,7.51E-09,0
9.57,39.38,7.53E-09,0
9.63,39.49,7.55E-09,0
9.70,39.57,7.57E-09,0
9.66,39.64,7.58E-09,0
9.60,39.74,7.60E-09,0
9.59,39.84,7.62E-09,0
9.62,39.87,7.62E-09,0
9.58,39.94,7.63E-09,0
9.56,40.00,7.64E-09,0
9.48,40.12,7.66E-09,0
9.55,40.16,7.67E-09,0
9.59,40.24,7.68E-09,0
9.49,40.31,7.70E-09,0
9.52,40.37,7.71E-09,0
9.48,40.43,7.72E-09,0
9.46,40.54,7.74E-09,0
9.56,40.58,7.74E-09,0
9.48,40.68,7.76E-09,0
9.50,40.77,7.77E-09,0
9.54,40.84,7.79E-09,0
9.55,40.93,7.80E-09,0
9.61,40.99,7.81E-09,0
9.56,41.09,7.83E-09,0
9.60,41.17,7.84E-09,0
9.63,41.24,7.86E-09,0
9.59,41.33,7.87E-09,0
9.65,41.39,7.88E-09,0
9.75,41.48,7.90E-09,0
9.66,41.58,7.92E-09,0
9.62,41.69,7.94E-09,0
9.72,41.76,7.95E-09,0
9.73,41.90,7.97E-09,0
9.83,41.96,7.98E-09,0
9.69,42.15,8.02E-09,0
9.65,42.25,8.03E-09,0
9.76,42.28,8.04E-09,0
9.72,42.42,8.06E-09,0
9.65,42.54,8.09E-09,0
9.71,42.66,8.11E-09,0
9.78,42.79,8.13E-09,0
9.69,42.91,8.15E-09,0
9.69,42.99,8.17E-09,0
9.72,43.12,8.19E-09,0
9.73,43.24,8.21E-09,0
9.75,43.32,8.22E-09,0
9.71,43.43,8.24E-09,0
9.69,43.52,8.26E-09,0
9.76,43.58,8.27E-09,0
9.88,43.63,8.28E-09,0
9.80,43.77,8.30E-09,0
9.87,43.86,8.32E-09,0
9.80,43.94,8.33E-09,0
9.86,44.03,8.35E-09,0
9.86,44.13,8.36E-09,0
9.86,44.21,8.38E-09,0
9.94,44.28,8.39E-09,0
9.85,44.40,8.41E-09,0
9.87,44.49,8.43E-09,0
9.87,44.55,8.44E-09,0
9.97,44.66,8.46E-09,0
9.94,44.74,8.47E-09,0
10.04,44.82,8.48E-09,0
9.89,44.94,8.50E-09,0
9.92,45.02,8.52E-09,0
9.97,45.12,8.53E-09,0
9.99,45.18,8.54E-09,0
10.03,45.28,8.56E-09,0
10.05,45.36,8.58E-09,0
10.03,45.50,8.60E-09,0
10.03,45.55,8.61E-09,0
10.07,45.61,8.62E-09,0
10.00,45.77,8.65E-09,0
10.09,45.82,8.65E-09,0
10.13,45.91,8.67E-09,0
10.03,46.01,8.69E-09,0
10.02,46.12,8.71E-09,0
10.02,46.20,8.72E-09,0
10.06,46.28,8.73E-09,0
10.05,46.43,8.76E-09,0
10.04,46.50,8.77E-09,0
10.04,46.58,8.79E-09,0
10.12,46.70,8.81E-09,0
10.07,46.79,8.82E-09,0
10.16,46.84,8.83E-09,0
10.19,46.91,8.84E-09,0
10.08,47.12,8.88E-09,0
10.11,47.21,8.90E-09,0
10.17,47.29,8.91E-09,0
10.12,47.41,8.93E-09,0
10.20,47.49,8.94E-09,0
10.10,47.60,8.96E-09,0
10.14,47.70,8.98E-09,0
10.12,47.78,8.99E-09,0
10.20,47.90,9.01E-09,0
10.20,47.98,9.03E-09,0
10.28,48.08,9.04E-09,0
10.19,48.15,9.06E-09,0
10.17,48.25,9.07E-09,0
10.21,48.32,9.09E-09,0
10.19,48.43,9.10E-09,0
10.33,48.53,9.12E-09,0
10.27,48.63,9.14E-09,0
10.30,48.68,9.15E-09,0
10.23,48.81,9.17E-09,0
10.34,48.85,9.18E-09,0
10.33,49.00,9.20E-09,0
10.40,49.06,9.21E-09,0
10.31,49.20,9.24E-09,0
10.33,49.25,9.24E-09,0
10.27,49.38,9.27E-09,0
10.26,49.55,9.30E-09,0
10.44,49.63,9.31E-09,0
10.35,49.78,9.34E-09,0
10.32,49.90,9.36E-09,0
10.31,50.08,9.39E-09,0
10.37,50.16,9.40E-09,0
10.30,50.32,9.43E-09,0
10.39,50.41,9.45E-09,0
10.42,50.56,9.47E-09,0
10.35,50.67,9.49E-09,0
10.36,50.80,9.51E-09,0
10.43,50.94,9.54E-09,0
10.54,51.05,9.56E-09,0
10.39,51.19,9.58E-09,0
10.43,51.27,9.60E-09,0
10.40,51.38,9.62E-09,0
10.40,51.48,9.63E-09,0
10.42,51.56,9.64E-09,0
10.46,51.69,9.67E-09,0
10.48,51.79,9.69E-09,0
10.48,51.89,9.70E-09,0
10.53,51.95,9.71E-09,0
10.50,52.09,9.74E-09,0
10.56,52.20,9.76E-09,0
10.53,52.25,9.76E-09,0
10.51,52.38,9.78E-09,0
10.58,52.50,9.81E-09,0
10.50,52.57,9.82E-09,0
10.41,52.65,9.83E-09,0
10.57,52.73,9.84E-09,0
10.63,52.81,9.86E-09,0
10.47,52.91,9.87E-09,0
10.56,52.98,9.88E-09,0
10.54,53.09,9.90E-09,0
10.51,53.19,9.92E-09,0
10.61,53.28,9.94E-09,0
10.56,53.35,9.95E-09,0
10.56,53.46,9.97E-09,0
10.53,53.55,9.98E-09,0
10.54,53.62,9.99E-09,0
10.61,53.75,1.00E-08,0
10.61,53.89,1.00E-08,0
10.54,54.02,1.01E-08,0
10.59,54.15,1.01E-08,0
10.61,54.29,1.01E-08,0
10.67,54.39,1.01E-08,0
10.78,54.51,1.01E-08,0
10.81,54.62,1.02E-08,0
10.64,54.74,1.02E-08,0
10.74,54.88,1.02E-08,0
10.69,55.00,1.02E-08,0
10.71,55.12,1.03E-08,0
10.75,55.23,1.03E-08,0
10.87,55.34,1.03E-08,0
10.79,55.45,1.03E-08,0
10.88,55.58,1.03E-08,0
10.78,55.72,1.04E-08,0
10.87,55.81,1.04E-08,0
10.93,55.95,1.04E-08,0
10.98,56.05,1.04E-08,0
10.89,56.19,1.04E-08,0
10.86,56.28,1.04E-08,0
10.90,56.42,1.05E-08,0
10.96,56.51,1.05E-08,0
10.96,56.66,1.05E-08,0
10.97,56.76,1.05E-08,0
10.98,56.90,1.06E-08,0
11.05,57.04,1.06E-08,0
11.16,57.12,1.06E-08,0
11.14,57.30,1.06E-08,0
11.10,57.38,1.06E-08,0
11.12,57.55,1.07E-08,0
11.08,57.70,1.07E-08,0
11.09,57.85,1.07E-08,0
11.15,58.00,1.07E-08,0
11.15,58.10,1.08E-08,0
11.14,58.25,1.08E-08,0
11.17,58.39,1.08E-08,0
11.24,58.53,1.08E-08,0
11.10,58.71,1.09E-08,0
11.15,58.81,1.09E-08,0
11.29,58.95,1.09E-08,0
11.35,59.04,1.09E-08,0
11.30,59.19,1.09E-08,0
11.35,59.30,1.10E-08,0
11.38,59.48,1.10E-08,0
11.46,59.61,1.10E-08,0
11.42,59.68,1.10E-08,0
11.44,59.82,1.11E-08,0
11.49,59.93,1.11E-08,0
11.45,60.10,1.11E-08,0
11.60,60.21,1.11E-08,0
11.66,60.37,1.11E-08,0
11.62,60.47,1.12E-08,0
11.61,60.60,1.12E-08,0
11.63,60.72,1.12E-08,0
11.64,60.84,1.12E-08,0
11.71,60.98,1.12E-08,0
11.70,61.10,1.13E-08,0
11.64,61.20,1.13E-08,0
11.69,61.32,1.13E-08,0
11.68,61.47,1.13E-08,0
11.83,61.59,1.14E-08,0
11.81,61.69,1.14E-08,0
11.70,61.90,1.14E-08,0
11.87,61.95,1.14E-08,0
11.87,62.11,1.14E-08,0
11.90,62.27,1.15E-08,0
11.99,62.40,1.15E-08,0
12.02,62.55,1.15E-08,0
12.01,62.70,1.15E-08,0
12.09,62.87,1.16E-08,0
12.13,63.02,1.16E-08,0
12.24,63.20,1.16E-08,0
12.32,63.36,1.17E-08,0
12.33,63.51,1.17E-08,0
12.35,63.66,1.17E-08,0
12.37,63.83,1.17E-08,0
12.45,63.97,1.18E-08,0
12.65,64.12,1.18E-08,0
12.56,64.27,1.18E-08,0
12.56,64.42,1.18E-08,0
12.62,64.53,1.19E-08,0
12.68,64.69,1.19E-08,0
12.71,64.81,1.19E-08,0
12.79,64.97,1.19E-08,0
12.87,65.12,1.20E-08,0
12.80,65.23,1.20E-08,0
12.80,65.37,1.20E-08,0
12.86,65.52,1.20E-08,0
12.99,65.66,1.20E-08,0
13.08,65.83,1.21E-08,0
13.00,65.94,1.21E-08,0
13.09,66.10,1.21E-08,0
13.06,66.22,1.21E-08,0
13.03,66.36,1.22E-08,0
13.21,66.55,1.22E-08,0
13.19,66.67,1.22E-08,0
13.16,66.79,1.22E-08,0
13.17,66.90,1.23E-08,0
13.29,67.10,1.23E-08,0
13.32,67.19,1.23E-08,0
13.41,67.32,1.23E-08,0
13.47,67.48,1.24E-08,0
13.45,67.64,1.24E-08,0
13.44,67.77,1.24E-08,0
13.47,67.91,1.24E-08,0
13.61,68.04,1.24E-08,0
13.67,68.18,1.25E-08,0
13.69,68.36,1.25E-08,0
13.69,68.47,1.25E-08,0
13.71,68.59,1.25E-08,0
13.80,68.76,1.26E-08,0
13.84,68.83,1.26E-08,0
13.90,68.97,1.26E-08,0
13.91,69.17,1.26E-08,0
13.90,69.28,1.27E-08,0
13.92,69.39,1.27E-08,0
14.02,69.58,1.27E-08,0
14.20,69.74,1.27E-08,0
14.19,69.81,1.27E-08,0
14.14,69.95,1.28E-08,0
14.24,70.12,1.28E-08,0
14.25,70.24,1.28E-08,0
14.43,70.39,1.28E-08,0
14.49,70.55,1.29E-08,0
14.40,70.64,1.29E-08,0
14.43,70.80,1.29E-08,0
14.50,70.90,1.29E-08,0
14.53,71.06,1.29E-08,0
14.75,71.20,1.30E-08,0
14.80,71.31,1.30E-08,0
14.71,71.47,1.30E-08,0
14.81,71.64,1.30E-08,0
14.89,71.78,1.31E-08,0
14.95,71.95,1.31E-08,0
15.09,72.11,1.31E-08,0
15.11,72.29,1.32E-08,0
15.13,72.47,1.32E-08,0
15.18,72.64,1.32E-08,0
15.28,72.80,1.32E-08,0
15.47,72.96,1.33E-08,0
